2026-05-04 14:46:52,AMBLEON,01,
2026-05-04 14:46:52,AMBLEON,01,
2026-05-04 14:46:58,AMBLEON,01,
2026-05-04 14:46:58,AMBLEON,01,
2026-05-04 14:54:30,AMBLEON,01,
2026-05-04 14:54:30,AMBLEON,01,
2026-05-04 14:54:34,AMBLEON,01,
2026-05-04 14:54:35,AMBLEON,01,
2026-05-04 14:54:39,AMBLEON,01,
2026-05-04 14:54:40,AMBLEON,01,
2026-05-04 15:04:02,AMBLEON,01,
2026-05-04 15:04:02,AMBLEON,01,
2026-05-04 15:04:05,AMBLEON,01,
2026-05-04 15:04:06,AMBLEON,01,
2026-05-04 15:04:09,AMBLEON,01,
2026-05-04 15:04:11,AMBLEON,01,
2026-05-04 15:15:24,AMBLEON,01,
2026-05-04 15:16:54,AMBLEON,01,
2026-05-04 16:01:20,ST ANDRE DES EAUX,22,
2026-05-04 16:01:26,ST ANDRE DES EAUX,22,
2026-05-04 16:01:35,ST ANDRE DES EAUX,22,
2026-05-04 16:02:01,ST ANDRE DES EAUX,22,
2026-05-04 16:02:07,ST ANDRE DES EAUX,22,
2026-05-04 16:02:08,ST ANDRE DES EAUX,22,
2026-05-04 16:02:13,ST ANDRE DES EAUX,22,
2026-05-04 16:56:22,ABERGEMENT LES THESY,39,
2026-05-04 17:14:44,AUBERIVE,51,
2026-05-04 18:31:01,ACHERES,78,
2026-05-04 18:31:05,ACHERES,78,
2026-05-04 18:31:09,ACHERES,78,
2026-05-04 18:31:11,ACHERES,78,
2026-05-04 18:31:12,ACHERES,78,
2026-05-04 18:31:13,ACHERES,78,
2026-05-04 22:22:14,AMATHAY VESIGNEUX,25,
2026-05-04 22:22:25,AMATHAY VESIGNEUX,25,
2026-05-04 22:22:27,AMATHAY VESIGNEUX,25,
2026-05-04 22:22:29,AMATHAY VESIGNEUX,25,
2026-05-04 22:25:44,AVREE,58,
2026-05-04 22:25:51,AVREE,58,
2026-05-04 22:25:54,AVREE,58,
2026-05-04 22:25:55,AVREE,58,
2026-05-04 22:25:59,AVREE,58,
2026-05-04 22:30:51,AVREE,58,
2026-05-04 22:30:54,AVREE,58,
2026-05-04 22:30:55,AVREE,58,
2026-05-04 22:30:57,AVREE,58,
2026-05-04 22:31:01,AVREE,58,
2026-05-04 22:31:02,AVREE,58,
2026-05-04 22:31:07,AVREE,58,
2026-05-04 22:32:41,ACHERES,78,
2026-05-04 22:32:43,ACHERES,78,
2026-05-04 22:32:45,ACHERES,78,
