"code_commune_insee","nom_de_la_commune","code_postal","latitude","longitude"
"01001","L ABERGEMENT CLEMENCIAT","01400","46.15170180297285","4.930600521664882"
"01002","L ABERGEMENT DE VAREY","01640","46.00713099777772","5.42467488805381"
"01004","AMBERIEU EN BUGEY","01500","45.957470664713995","5.370568254510258"
"01005","AMBERIEUX EN DOMBES","01330","45.99922938293103","4.911871787269484"
"01006","AMBLEON","01300","45.74831432147182","5.592784714407381"
"01007","AMBRONAY","01500","46.00987321008654","5.362654637706747"
"01008","AMBUTRIX","01500","45.93472676596578","5.335917851427022"
"01009","ANDERT ET CONDON","01300","45.784075995724834","5.660669034960654"
"01010","ANGLEFORT","01350","45.90857775167538","5.794775495547619"
"01011","APREMONT","01100","46.204506491253824","5.661899149597586"
"01012","ARANC","01110","45.99714981477952","5.514012480864003"
"01013","ARANDAS","01230","45.88854030522959","5.498196083251845"
"01014","ARBENT","01100","46.283812915508975","5.68791827947166"
"01015","ARBOYS EN BUGEY","01300","45.7188735548063","5.640431765610853"
"01016","ARBIGNY","01190","46.480847349656365","4.9613271468358295"
"01017","ARGIS","01230","45.932208960624436","5.481943035722708"
"01019","ARMIX","01510","45.8522506386148","5.58366201504982"
"01021","ARS SUR FORMANS","01480","45.99039134831643","4.819468862503259"
"01022","ARTEMARE","01510","45.870063499940976","5.692033824903265"
"01023","ASNIERES SUR SAONE","01570","46.38586173591543","4.882011466650374"
"01024","ATTIGNAT","01340","46.28581726372718","5.182287987339513"
"01025","BAGE DOMMARTIN","01380","46.32767036450922","4.970409663369701"
"01026","BAGE LE CHATEL","01380","46.308102414386866","4.930520261362423"
"01027","BALAN","01360","45.82681753365454","5.107586651440575"
"01028","BANEINS","01990","46.111682926702805","4.9045303242960205"
"01029","BEAUPONT","01270","46.42743295814235","5.263440925596859"
"01030","BEAUREGARD","01480","46.00117796283527","4.7566679743771445"
"01031","BELLIGNAT","01100","46.24023325917565","5.637114075797013"
"01032","BELIGNEUX","01360","45.86221995180255","5.141523782764034"
"01033","VALSERHONE","01200","46.123350647728046","5.79442310304219"
"01034","BELLEY","01300","45.743003228736555","5.692723326895182"
"01035","BELLEYDOUX","01130","46.25188075336446","5.781627958493346"
"01036","VALROMEY SUR SERAN","01260","45.923622510078644","5.662563514315961"
"01037","BENONCES","01470","45.84204476299634","5.483438052165611"
"01038","BENY","01370","46.31889472635856","5.278891690146262"
"01040","BEREZIAT","01340","46.36985857756058","5.043100758734848"
"01041","BETTANT","01500","45.93663684958709","5.364770452737035"
"01042","BEY","01290","46.218174129099765","4.844020591070661"
"01043","BEYNOST","01700","45.83594448712938","4.996379391863267"
"01044","BILLIAT","01200","46.077837775828684","5.763208254702935"
"01045","BIRIEUX","01330","45.950909022357635","5.040067352350348"
"01046","BIZIAT","01290","46.22402754017341","4.939294472322583"
"01047","BLYES","01150","45.84415298662191","5.251480324207212"
"01049","LA BOISSE","01120","45.848272504053085","5.026246891574977"
"01050","BOISSEY","01190","46.37233662152506","4.997496840502068"
"01050","BOISSEY","01380","46.37233662152506","4.997496840502068"
"01051","BOLOZON","01450","46.19712290469505","5.470152307320847"
"01052","BOULIGNEUX","01330","46.02023856172837","4.995687580189966"
"01053","BOURG EN BRESSE","01000","46.202711533144964","5.246911351896918"
"01054","BOURG ST CHRISTOPHE","01800","45.884208139360354","5.139325617186907"
"01056","BOYEUX ST JEROME","01640","46.03564044403632","5.461609043990349"
"01057","BOZ","01190","46.4088750124662","4.916592747993724"
"01058","BREGNIER CORDON","01300","45.64057625958402","5.617366848714953"
"01060","BRENOD","01110","46.079096635982665","5.611630547079834"
"01061","BRENS","01300","45.71627521009695","5.6899967433191065"
"01062","BRESSOLLES","01360","45.871358762314586","5.098447293903066"
"01063","BRION","01460","46.16890877616373","5.547676246343125"
"01064","BRIORD","01470","45.76801922759245","5.483159738029499"
"01065","BUELLAS","01310","46.21164049611316","5.146774210836038"
"01066","LA BURBANCHE","01510","45.86286551234934","5.548028109025799"
"01067","CEIGNES","01430","46.12579065861546","5.495703306025851"
"01068","CERDON","01450","46.07499629401971","5.475461627945917"
"01069","CERTINES","01240","46.13364656264187","5.263845912232249"
"01071","CESSY","01170","46.315710764778075","6.0820202074041205"
"01072","CEYZERIAT","01250","46.182176001722326","5.319087738353792"
"01073","CEYZERIEU","01350","45.8367865949032","5.719667746538649"
"01074","CHALAMONT","01320","46.014874462720016","5.173466366865728"
"01075","CHALEINS","01480","46.03613135452816","4.799905102442041"
"01076","CHALEY","01230","45.95067976362644","5.540534200997842"
"01077","CHALLES LA MONTAGNE","01450","46.12374877233985","5.455974000725723"
"01078","CHALLEX","01630","46.176474655502346","5.973528345429658"
"01079","CHAMPAGNE EN VALROMEY","01260","45.93166087657328","5.692108926052637"
"01080","CHAMPDOR CORCELLES","01110","46.03708602229962","5.588248442804457"
"01081","CHAMPFROMIER","01410","46.22637885527183","5.8215970055907285"
"01082","CHANAY","01420","46.002409323583805","5.767405313905362"
"01083","CHANEINS","01990","46.09472889120165","4.851659149926531"
"01084","CHANOZ CHATENAY","01400","46.18684635201391","5.030189600059167"
"01085","LA CHAPELLE DU CHATELARD","01240","46.06825670717359","5.01740182027816"
"01087","CHARIX","01130","46.189344391958386","5.677289462754503"
"01088","CHARNOZ SUR AIN","01800","45.874170449310206","5.225667866776201"
"01089","CHATEAU GAILLARD","01500","45.97234062120381","5.309075076934354"
"01090","CHATENAY","01320","46.02763511834617","5.208542435935528"
"01092","CHATILLON LA PALUD","01320","45.97569593392073","5.246017755504404"
"01093","CHATILLON SUR CHALARONNE","01400","46.12644416906889","4.954944578687101"
"01094","CHAVANNES SUR REYSSOUZE","01190","46.44027008238932","5.006926356827238"
"01095","NIVIGNE ET SURAN","01250","46.282364555491164","5.432275634931708"
"01096","CHAVEYRIAT","01660","46.19913759584505","5.053430216025798"
"01098","CHAZEY BONS","01300","45.80074733172502","5.667802899373546"
"01098","CHAZEY BONS","01510","45.80074733172502","5.667802899373546"
"01099","CHAZEY SUR AIN","01150","45.89368094811379","5.260373830172193"
"01100","CHEIGNIEU LA BALME","01510","45.823265157911905","5.602232148135416"
"01101","CHEVILLARD","01430","46.10873868199795","5.581459052344717"
"01102","CHEVROUX","01190","46.382207789981955","4.959816425583531"
"01103","CHEVRY","01170","46.284098002862265","6.047410730141946"
"01104","CHEZERY FORENS","01200","46.224423434735236","5.869274148619446"
"01104","CHEZERY FORENS","01410","46.224423434735236","5.869274148619446"
"01105","CIVRIEUX","01390","45.920773703116524","4.889539388273697"
"01106","CIZE","01250","46.20145783972819","5.44997623880543"
"01107","CLEYZIEU","01230","45.90273047159248","5.43174499563149"
"01108","COLIGNY","01270","46.388863369942584","5.335166044059247"
"01109","COLLONGES","01550","46.13966648226629","5.900689913688231"
"01110","COLOMIEU","01300","45.73383472592437","5.626868679304389"
"01111","CONAND","01230","45.883554509844316","5.478693149177411"
"01112","CONDAMINE","01430","46.10562142311599","5.559609289716706"
"01113","CONDEISSIAT","01400","46.154093670622316","5.0862998215722275"
"01114","CONFORT","01200","46.15362397888671","5.835843178635095"
"01115","CONFRANCON","01310","46.27318814071772","5.060023463334382"
"01116","CONTREVOZ","01300","45.79714108265223","5.616394931025768"
"01117","CONZIEU","01300","45.72461785091723","5.6019718412431345"
"01118","CORBONOD","01420","45.9667742673505","5.790207948639637"
"01121","CORLIER","01110","46.03688855892611","5.500267893016522"
"01123","CORMORANCHE SUR SAONE","01290","46.24586190205214","4.830493024141474"
"01124","CORMOZ","01560","46.43754357773418","5.220889151197332"
"01125","CORVEISSIAT","01250","46.251410354538024","5.477066089862803"
"01127","COURMANGOUX","01370","46.32429743619926","5.358451880181795"
"01128","COURTES","01560","46.45644261616734","5.112836826325051"
"01129","CRANS","01320","45.96669301686093","5.191684886169115"
"01130","BRESSE VALLONS","01340","46.32706649228057","5.182184839722064"
"01133","CRESSIN ROCHEFORT","01350","45.78326820689689","5.764997092180549"
"01134","CROTTET","01290","46.28481669052735","4.8760226495959795"
"01134","CROTTET","01750","46.28481669052735","4.8760226495959795"
"01135","CROZET","01170","46.29061885268579","5.992876193635096"
"01136","CRUZILLES LES MEPILLAT","01290","46.22325106552988","4.876029642713923"
"01138","CULOZ BEON","01350","45.85529488326935","5.771621465736195"
"01139","CURCIAT DONGALON","01560","46.48831210197376","5.16658658011656"
"01140","CURTAFOND","01310","46.27415849165804","5.105132566434419"
"01141","CUZIEU","01300","45.821607160065156","5.680179311441554"
"01142","DAGNEUX","01120","45.854014383670744","5.074835607770215"
"01143","DIVONNE LES BAINS","01220","46.375450693085355","6.1114072004060525"
"01145","DOMPIERRE SUR VEYLE","01240","46.06716839696004","5.216696361822139"
"01146","DOMPIERRE SUR CHALARONNE","01400","46.1420229257313","4.9003969623891654"
"01147","DOMSURE","01270","46.4210630074478","5.294462698421645"
"01148","DORTAN","01590","46.31837079565404","5.644338600820238"
"01149","DOUVRES","01500","45.984714124464276","5.372437066525463"
"01150","DROM","01250","46.220159868215205","5.367410144311477"
"01151","DRUILLAT","01160","46.069118700618745","5.294666181977939"
"01152","ECHALLON","01130","46.229320972086704","5.734555765448501"
"01153","ECHENEVEX","01170","46.31967025002052","6.018045566246304"
"01155","EVOSGES","01230","45.96301337755996","5.500849980846789"
"01156","FARAMANS","01800","45.90857579344244","5.125974406452528"
"01157","FAREINS","01480","46.023468796267395","4.768189953366116"
"01158","FARGES","01550","46.16568116782504","5.905377195822666"
"01159","FEILLENS","01570","46.33930103358801","4.886607293845248"
"01160","FERNEY VOLTAIRE","01210","46.2519658337836","6.106138409642002"
"01162","FLAXIEU","01350","45.81247544825227","5.746632781126146"
"01163","FOISSIAT","01340","46.379167914966004","5.185083125447035"
"01165","FRANCHELEINS","01090","46.070716503674475","4.811071114958707"
"01166","FRANS","01480","45.990515881818155","4.781944344594678"
"01167","GARNERANS","01140","46.21236656545986","4.828938537187416"
"01169","GENOUILLEUX","01090","46.121052558727484","4.792549740416405"
"01170","BEARD GEOVREISSIAT","01460","46.188424879687716","5.549695762487241"
"01171","GEOVREISSET","01100","46.25176790069767","5.6163155727871"
"01173","GEX","01170","46.35145141154705","6.048849214878093"
"01174","GIRON","01130","46.2207494424936","5.788065699850987"
"01175","GORREVOD","01190","46.41565087016802","4.950718645670978"
"01177","GRAND CORENT","01250","46.20888064489471","5.438761098484453"
"01179","GRIEGES","01290","46.26692513169817","4.847507603211121"
"01180","GRILLY","01220","46.331815839688126","6.113903708243212"
"01181","GROISSIAT","01100","46.22697999001735","5.617854994220796"
"01183","GUEREINS","01090","46.105992694630274","4.783860601616071"
"01184","HAUTECOURT ROMANECHE","01250","46.159167851692914","5.431119519877264"
"01185","PLATEAU D HAUTEVILLE","01110","45.93048782606989","5.577490199533404"
"01187","HAUT VALROMEY","01260","46.043600037029066","5.684646121477474"
"01188","ILLIAT","01140","46.1838220138186","4.888411057955247"
"01189","INJOUX GENISSIAT","01200","46.05054847331604","5.767772708647259"
"01190","INNIMOND","01680","45.787494992513615","5.572316537430089"
"01191","IZENAVE","01430","46.03802168272818","5.523412331639101"
"01192","IZERNORE","01580","46.21599231601781","5.5609297031146365"
"01193","IZIEU","01300","45.65554068107754","5.638646887654494"
"01194","JASSANS RIOTTIER","01480","45.97708384582677","4.762580594669464"
"01195","JASSERON","01250","46.21761558771103","5.317014110160353"
"01196","JAYAT","01340","46.369826872752064","5.111713760520903"
"01197","JOURNANS","01250","46.145450412870346","5.333323781917592"
"01198","JOYEUX","01800","45.94600957898432","5.099834943063401"
"01199","JUJURIEUX","01640","46.050295585119315","5.412170925920453"
"01200","LABALME","01450","46.09148056008295","5.494466128193264"
"01202","LAGNIEU","01150","45.886314960788226","5.339569058721073"
"01203","LAIZ","01290","46.24615239126567","4.900588973913402"
"01204","LE POIZAT LALLEYRIAT","01130","46.139155014854836","5.695531665183617"
"01206","LANTENAY","01430","46.053089424247034","5.537944253254561"
"01207","LAPEYROUSE","01330","45.98490231733744","4.982113000444288"
"01208","LAVOURS","01350","45.810794521364144","5.7707200838088095"
"01209","LEAZ","01200","46.11135161097811","5.876775150705139"
"01210","LELEX","01410","46.28560885308565","5.927408566439375"
"01211","LENT","01240","46.11654888169858","5.197349800157696"
"01212","LESCHEROUX","01560","46.40890838396453","5.157254195168598"
"01213","LEYMENT","01150","45.928672407159794","5.292663079018266"
"01214","LEYSSARD","01450","46.16047683025987","5.4766897098204215"
"01215","SURJOUX LHOPITAL","01420","46.03016029400759","5.766571914504705"
"01216","LHUIS","01680","45.74688696128283","5.539774101146185"
"01219","LOMPNAS","01680","45.8117962244863","5.526278249655936"
"01224","LOYETTES","01360","45.79530478087062","5.216325319927909"
"01225","LURCY","01090","46.06276385629323","4.780248641141091"
"01227","MAGNIEU","01300","45.77630148799114","5.719654439425435"
"01228","MAILLAT","01430","46.120412144738204","5.535012283827692"
"01229","MALAFRETAZ","01340","46.32993072947409","5.146162091013327"
"01230","MANTENAY MONTLIN","01560","46.43177053006195","5.106393466258197"
"01231","MANZIAT","01570","46.36505525789787","4.9026149559789225"
"01232","MARBOZ","01851","46.34521385893869","5.246068051514142"
"01233","MARCHAMP","01680","45.776187778986085","5.5509185714099605"
"01234","MARIGNIEU","01300","45.80231784016101","5.717970610236307"
"01235","MARLIEUX","01240","46.05417206905899","5.075594848773044"
"01236","MARSONNAS","01340","46.34008527567937","5.060757377524268"
"01237","MARTIGNAT","01100","46.203040558800694","5.609950052705459"
"01238","MASSIEUX","01600","45.91012047261897","4.8278815564694835"
"01239","MASSIGNIEU DE RIVES","01300","45.75637374055445","5.756609869846461"
"01240","MATAFELON GRANGES","01580","46.25049851514104","5.527181789753717"
"01241","MEILLONNAS","01370","46.2451493495265","5.334677321737031"
"01242","MERIGNAT","01450","46.06503696614609","5.442520241234975"
"01243","MESSIMY SUR SAONE","01480","46.04796850443958","4.760905817146199"
"01244","MEXIMIEUX","01800","45.90471217731195","5.211591265960236"
"01245","BOHAS MEYRIAT RIGNAT","01250","46.14218832910473","5.375013513966593"
"01246","MEZERIAT","01660","46.24239577950322","5.048106067668597"
"01247","MIJOUX","01170","46.35933211172784","6.010599594635657"
"01247","MIJOUX","01410","46.35933211172784","6.010599594635657"
"01248","MIONNAY","01390","45.89589156089551","4.9274322335655505"
"01249","MIRIBEL","01700","45.844401200745025","4.941022249644163"
"01250","MISERIEUX","01600","45.974531099948564","4.81378073017644"
"01252","MOGNENEINS","01140","46.145404780776616","4.820322545090712"
"01254","MONTAGNAT","01250","46.17202080769849","5.277628164802779"
"01255","MONTAGNIEU","01470","45.80201412338066","5.459817574878114"
"01257","MONTANGES","01200","46.171047537627445","5.79030402871927"
"01258","MONTCEAUX","01090","46.097796416150636","4.8040672556771815"
"01259","MONTCET","01310","46.21985585471568","5.112292689417901"
"01260","LE MONTELLIER","01800","45.928396356390564","5.069873923475088"
"01261","MONTHIEUX","01390","45.96310629690173","4.948047056246698"
"01262","MONTLUEL","01120","45.886764314946085","5.018484586994553"
"01263","MONTMERLE SUR SAONE","01090","46.08433592327039","4.758983751791666"
"01264","MONTRACOL","01310","46.18203273940337","5.123449391750608"
"01265","MONTREAL LA CLUSE","01460","46.18095717026943","5.59764411713061"
"01266","MONTREVEL EN BRESSE","01340","46.32620042797758","5.112172908987948"
"01267","NURIEUX VOLOGNAT","01460","46.18552118945789","5.515453907605643"
"01268","MURS ET GELIGNIEUX","01300","45.64044383777808","5.658520210412691"
"01269","NANTUA","01130","46.148586115093835","5.607937178207116"
"01269","NANTUA","01460","46.148586115093835","5.607937178207116"
"01272","NEUVILLE LES DAMES","01400","46.15989697933378","5.010331442875374"
"01273","NEUVILLE SUR AIN","01160","46.090906220964726","5.370163786554095"
"01274","LES NEYROLLES","01130","46.136677741446775","5.635380158230898"
"01275","NEYRON","01700","45.820375269598834","4.935581149061688"
"01276","NIEVROZ","01120","45.82409277951673","5.061534439626275"
"01277","NIVOLLET MONTGRIFFON","01230","46.000174222724205","5.456742688749712"
"01279","ONCIEU","01230","45.96853922712299","5.471552909267534"
"01280","ORDONNAZ","01510","45.835679101593676","5.5438942795624815"
"01281","ORNEX","01210","46.277923490315516","6.095296188886913"
"01282","OUTRIAZ","01430","46.06305060588787","5.554343346006532"
"01283","OYONNAX","01100","46.2599075662273","5.651747163051233"
"01284","OZAN","01190","46.38632803077252","4.919109759861788"
"01285","PARCIEUX","01600","45.91965234288762","4.829949401048385"
"01286","PARVES ET NATTAGES","01300","45.73176170692338","5.7494840753247285"
"01288","PERON","01630","46.19330217829692","5.914077642444384"
"01289","PERONNAS","01960","46.1693346636952","5.219549508443197"
"01290","PEROUGES","01800","45.87885334108958","5.179137825021762"
"01291","PERREX","01540","46.246223207235246","4.9718179695399485"
"01293","PEYRIAT","01430","46.14861391715215","5.506002882213768"
"01294","PEYRIEU","01300","45.67398222833951","5.682928402339408"
"01295","PEYZIEUX SUR SAONE","01140","46.12271152768708","4.819168073479936"
"01296","PIRAJOUX","01270","46.38595767309852","5.270289277787137"
"01297","PIZAY","01120","45.89060839726463","5.090089993952956"
"01298","PLAGNE","01130","46.1889140023571","5.71791933218476"
"01299","LE PLANTAY","01330","46.02358357128658","5.089104991905559"
"01301","POLLIAT","01310","46.25035092608623","5.135499412712889"
"01302","POLLIEU","01350","45.79528247019127","5.746287861828939"
"01303","PONCIN","01450","46.09179931351904","5.412930618525758"
"01304","PONT D AIN","01160","46.055613484877156","5.3491385562601765"
"01305","PONT DE VAUX","01190","46.44148335506952","4.926474241136538"
"01306","PONT DE VEYLE","01290","46.26474221474428","4.881795211628534"
"01307","PORT","01460","46.15351382688478","5.580992720367046"
"01308","POUGNY","01550","46.14573081911412","5.949249784080971"
"01309","POUILLAT","01250","46.326315978615014","5.42429569301546"
"01310","PREMEYZEL","01300","45.68270055880847","5.64233236367805"
"01311","PREMILLIEU","01110","45.87846401822961","5.565718534201853"
"01313","PREVESSIN MOENS","01280","46.25935646476083","6.072207437948455"
"01314","PRIAY","01160","46.019035481258","5.282851565190496"
"01317","RAMASSE","01250","46.18929284661235","5.356933824254882"
"01318","RANCE","01390","45.967414930763944","4.866520367762621"
"01319","RELEVANT","01990","46.08082922550409","4.939908183117255"
"01320","REPLONGES","01750","46.306994418627696","4.878457219701317"
"01321","REVONNAS","01250","46.16369055934226","5.335090728638618"
"01322","REYRIEUX","01600","45.936784425299486","4.831411027689464"
"01323","REYSSOUZE","01190","46.4284183491088","4.914540128555363"
"01325","RIGNIEUX LE FRANC","01800","45.95132779989465","5.167458354202101"
"01328","ROMANS","01400","46.12164573840414","5.021744014329362"
"01329","ROSSILLON","01510","45.83590268102111","5.59872310161818"
"01331","ST ALBAN","01450","46.09681630199978","5.456776143468035"
"01332","ST ANDRE DE BAGE","01380","46.29746976078135","4.913215898199212"
"01333","ST ANDRE DE CORCY","01390","45.9287415329929","4.952895926987345"
"01334","ST ANDRE D HUIRIAT","01290","46.21626304839488","4.914396701934726"
"01335","ST ANDRE LE BOUCHOUX","01240","46.11373404402343","5.077518084957697"
"01336","ST ANDRE SUR VIEUX JONC","01960","46.14998116125966","5.142984878855543"
"01337","ST BENIGNE","01190","46.45173164622149","4.952020551608742"
"01338","GROSLEE ST BENOIT","01300","45.70106517238096","5.582262120645498"
"01339","ST BERNARD","01600","45.949966474507924","4.741943927686423"
"01342","STE CROIX","01120","45.897818064569876","5.04767689130471"
"01343","ST CYR SUR MENTHON","01380","46.275134479717074","4.966906316595256"
"01344","ST DENIS LES BOURG","01000","46.20968046898236","5.182458783026558"
"01345","ST DENIS EN BUGEY","01500","45.94973220814007","5.325974867118747"
"01346","ST DIDIER D AUSSIAT","01340","46.307477930464145","5.0535954308818205"
"01347","ST DIDIER DE FORMANS","01600","45.958690412442394","4.776700584090259"
"01348","ST DIDIER SUR CHALARONNE","01140","46.187668897429205","4.822954121145244"
"01349","ST ELOI","01800","45.93428111727924","5.150668850756538"
"01350","ST ETIENNE DU BOIS","01370","46.27552244368202","5.279276912320526"
"01351","ST ETIENNE SUR CHALARONNE","01140","46.145140286573785","4.869367763131205"
"01352","ST ETIENNE SUR REYSSOUZE","01190","46.39978150352607","5.003083095442231"
"01353","STE EUPHEMIE","01600","45.965090621400016","4.792748415274786"
"01354","ST GENIS POUILLY","01630","46.255643390904666","6.036754773143632"
"01355","ST GENIS SUR MENTHON","01380","46.28097241798133","5.01616691688626"
"01356","ST GEORGES SUR RENON","01400","46.10330888232819","5.028597331257229"
"01357","ST GERMAIN DE JOUX","01130","46.18118597157434","5.743536669136299"
"01358","ST GERMAIN LES PAROISSES","01300","45.77296969557468","5.6190604861696425"
"01359","ST GERMAIN SUR RENON","01240","46.07638202920366","5.062556558102511"
"01360","ST JEAN DE GONVILLE","01630","46.21844800146356","5.9394712635350615"
"01361","ST JEAN DE NIOST","01800","45.838407432234504","5.206646721726953"
"01362","ST JEAN DE THURIGNEUX","01390","45.959721998122376","4.895866444840125"
"01363","ST JEAN LE VIEUX","01640","46.02798145720679","5.37992083677886"
"01364","ST JEAN SUR REYSSOUZE","01560","46.39120797633308","5.058201751892756"
"01365","ST JEAN SUR VEYLE","01290","46.26866107988446","4.920260305521623"
"01366","STE JULIE","01150","45.88017909226501","5.283715756455173"
"01367","ST JULIEN SUR REYSSOUZE","01560","46.397694024614495","5.106150890648104"
"01368","ST JULIEN SUR VEYLE","01540","46.20724822587296","4.955866091251924"
"01369","ST JUST","01250","46.194768177300006","5.284956701973099"
"01370","ST LAURENT SUR SAONE","01750","46.3053048247494","4.839537080768702"
"01371","ST MARCEL","01390","45.94846404951603","4.986202620373653"
"01372","ST MARTIN DE BAVEL","01510","45.84673312512537","5.677904356046814"
"01373","ST MARTIN DU FRENE","01430","46.13452483715552","5.57108676586148"
"01374","ST MARTIN DU MONT","01160","46.10625394692748","5.329960131380074"
"01375","ST MARTIN LE CHATEL","01310","46.29033823210251","5.120562070759366"
"01376","ST MAURICE DE BEYNOST","01700","45.83246047334352","4.976324295174772"
"01378","ST MAURICE DE GOURDANS","01800","45.81898409034392","5.171999869372512"
"01379","ST MAURICE DE REMENS","01500","45.95424111478056","5.270598521012834"
"01380","ST NIZIER LE BOUCHOUX","01560","46.45489190293378","5.171584090047155"
"01381","ST NIZIER LE DESERT","01320","46.05184237359614","5.147053589867694"
"01382","STE OLIVE","01330","46.01468185725767","4.934900940260096"
"01383","ST PAUL DE VARAX","01240","46.09489360963473","5.130866759304668"
"01384","ST RAMBERT EN BUGEY","01230","45.9530486002957","5.441777422325708"
"01385","ST REMY","01310","46.18570968864452","5.1646055485282805"
"01386","ST SORLIN EN BUGEY","01150","45.88631691180274","5.369012832611382"
"01387","ST SULPICE","01340","46.32145880957718","5.040558366089762"
"01388","ST TRIVIER DE COURTES","01560","46.45801087865162","5.0671768471819405"
"01389","ST TRIVIER SUR MOIGNANS","01990","46.06321523353155","4.898432700041877"
"01390","ST VULBAS","01150","45.82335049540124","5.267026755219609"
"01391","SALAVRE","01270","46.363031239272146","5.345673096582343"
"01392","SAMOGNAT","01580","46.273211652070316","5.582646247404878"
"01393","SANDRANS","01400","46.070896427802296","4.982352283518264"
"01396","SAULT BRENAZ","01150","45.86115615458792","5.400701431365341"
"01397","SAUVERNY","01220","46.3131863867922","6.110150376102913"
"01398","SAVIGNEUX","01480","45.994646080026904","4.855893200223525"
"01399","SEGNY","01170","46.29440044896219","6.073192770667026"
"01400","SEILLONNAZ","01470","45.800636375419245","5.5040280977777325"
"01401","SERGY","01630","46.26148098705147","5.987177706741285"
"01402","SERMOYER","01190","46.49871168667032","4.9733103783040775"
"01403","SERRIERES DE BRIORD","01470","45.81285839148288","5.44237228324923"
"01404","SERRIERES SUR AIN","01450","46.1489799174205","5.447181917563427"
"01405","SERVAS","01960","46.13660974055793","5.184504017857671"
"01406","SERVIGNAT","01560","46.4353817869426","5.058749241551754"
"01407","SEYSSEL","01420","45.947709468137504","5.825680324678449"
"01408","SIMANDRE SUR SURAN","01250","46.235025192310125","5.421373954784265"
"01410","SONTHONNAX LA MONTAGNE","01580","46.22353127514445","5.5015086195317755"
"01411","SOUCLIN","01150","45.88114486192417","5.4367726528982665"
"01412","SULIGNAT","01400","46.17272714446402","4.9600599873414115"
"01415","TALISSIEU","01510","45.862689333106715","5.719934441807809"
"01416","TENAY","01230","45.922195674423506","5.5147081974693855"
"01418","THIL","01120","45.81838753177103","5.018861952165418"
"01419","THOIRY","01710","46.24478529185883","5.968461349017439"
"01420","THOISSEY","01140","46.16973006907676","4.796319205908875"
"01421","TORCIEU","01230","45.918941383682196","5.405596039691291"
"01422","TOSSIAT","01250","46.135493426029115","5.307580544622409"
"01423","TOUSSIEUX","01600","45.960983590696856","4.828864550894371"
"01424","TRAMOYES","01390","45.87420675026021","4.962383527805514"
"01425","LA TRANCLIERE","01160","46.09149126560433","5.265583795132321"
"01426","VAL REVERMONT","01370","46.28162391574078","5.353672814687727"
"01427","TREVOUX","01600","45.939826638806544","4.771022973766515"
"01428","VALEINS","01140","46.11450817011355","4.864593243828597"
"01429","VANDEINS","01660","46.21548243017912","5.078647668901844"
"01430","VARAMBON","01160","46.04426926020214","5.290867176075183"
"01431","VAUX EN BUGEY","01150","45.91843663824474","5.361182577024978"
"01432","VERJON","01270","46.3465943843504","5.347151520076915"
"01433","VERNOUX","01560","46.48610968179719","5.103599128076556"
"01434","VERSAILLEUX","01330","45.98828016918256","5.11499959447236"
"01435","VERSONNEX","01210","46.29922881972148","6.100765706234681"
"01436","VESANCY","01170","46.36339470658605","6.08560433591404"
"01437","VESCOURS","01560","46.47431206107347","5.028581077587593"
"01439","VESINES","01570","46.35926210281886","4.863783584099468"
"01441","VIEU D IZENAVE","01430","46.08226581746199","5.555468962352293"
"01443","VILLARS LES DOMBES","01330","46.00002847235105","5.044348130628995"
"01444","VILLEBOIS","01150","45.84987972955894","5.448294352036241"
"01445","VILLEMOTIER","01270","46.34166918229304","5.308672264360914"
"01446","VILLENEUVE","01480","46.034632864094334","4.85977710553048"
"01447","VILLEREVERSURE","01250","46.19394809742663","5.3936069850082085"
"01448","VILLES","01200","46.09518233847372","5.759764729355092"
"01449","VILLETTE SUR AIN","01320","46.012477254448825","5.254025380576516"
"01450","VILLIEU LOYES MOLLON","01800","45.92896222052594","5.226515948645298"
"01451","VIRIAT","01440","46.25221692411502","5.225661870272804"
"01452","VIRIEU LE GRAND","01510","45.846461612754595","5.639015937941473"
"01453","ARVIERE EN VALROMEY","01260","45.91531844580335","5.734636444706456"
"01454","VIRIGNIN","01300","45.7281839226927","5.714880945445937"
"01456","VONGNES","01350","45.812151948452396","5.72548223672678"
"01457","VONNAS","01540","46.21319767148546","4.99448784267339"
"02001","ABBECOURT","02300","49.59972547424913","3.182410113865684"
"02002","ACHERY","02800","49.6935252313218","3.3973716561319214"
"02003","ACY","02200","49.34763707192382","3.418811344552251"
"02004","AGNICOURT ET SECHELLES","02340","49.71724538962958","3.963749452428301"
"02005","AGUILCOURT","02190","49.39527456453098","3.966312654397491"
"02006","AISONVILLE ET BERNOVILLE","02110","49.931299650216005","3.512148650274063"
"02007","AIZELLES","02820","49.48646474646593","3.8210789334176942"
"02008","AIZY JOUY","02370","49.4372466072483","3.5127849048983393"
"02009","ALAINCOURT","02240","49.76808697912361","3.369212302643366"
"02010","ALLEMANT","02320","49.4639462561109","3.45913023973975"
"02011","AMBLENY","02290","49.37354680903063","3.166197392103363"
"02012","AMBRIEF","02200","49.32260330265881","3.4057616274703726"
"02013","AMIFONTAINE","02190","49.49772225405502","3.9218451458578905"
"02014","AMIGNY ROUY","02700","49.61108537237099","3.305855117741618"
"02015","ANCIENVILLE","02600","49.219619572655986","3.206486829144536"
"02016","ANDELAIN","02800","49.642769513295924","3.3685533607469935"
"02017","ANGUILCOURT LE SART","02800","49.69708681654268","3.42395835526598"
